recon_date,trade_id,symbol,account,break_type,severity,internal_value,broker_value,notional_impact,resolved
2026-02-04,TRD_0010290,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3546 @ 787.4300,NOT FOUND,2792226.78,False
2026-02-04,TRD_0023573,MSFT,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4573 @ 610.3700,NOT FOUND,2791222.01,False
2026-02-04,BRK_ONLY_111,AMD,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4931 @ 557.1100,2747109.41,False
2026-02-04,TRD_0043646,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3957 @ 686.1200,NOT FOUND,2714976.84,False
2026-02-04,TRD_0031517,AAPL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3953 @ 677.1900,NOT FOUND,2676932.07,False
2026-02-04,TRD_0005157,AMZN,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4819 @ 550.6700,NOT FOUND,2653678.73,False
2026-02-04,TRD_0017078,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4930 @ 536.5000,NOT FOUND,2644945.0,False
2026-02-04,TRD_0006770,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3661 @ 721.9900,NOT FOUND,2643205.39,False
2026-02-04,TRD_0016238,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3680 @ 713.3500,NOT FOUND,2625128.0,False
2026-02-04,TRD_0038554,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4114 @ 632.5800,NOT FOUND,2602434.12,False
2026-02-04,TRD_0006090,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4400 @ 589.2100,NOT FOUND,2592524.0,False
2026-02-04,TRD_0043133,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4966 @ 519.7400,NOT FOUND,2581028.84,False
2026-02-04,TRD_0044892,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3525 @ 732.1100,NOT FOUND,2580687.75,False
2026-02-04,TRD_0034865,MSFT,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4443 @ 577.6000,NOT FOUND,2566276.8,False
2026-02-04,TRD_0037192,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3749 @ 683.2700,NOT FOUND,2561579.23,False
2026-02-04,TRD_0046299,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4925 @ 519.3400,NOT FOUND,2557749.5,False
2026-02-04,BRK_ONLY_195,MSFT,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4619 @ 550.8000,2544145.2,False
2026-02-04,TRD_0009216,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4882 @ 520.5600,NOT FOUND,2541373.92,False
2026-02-04,TRD_0030486,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3998 @ 635.5400,NOT FOUND,2540888.92,False
2026-02-04,TRD_0045031,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3626 @ 699.3100,NOT FOUND,2535698.06,False
2026-02-04,TRD_0000158,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4274 @ 587.1200,NOT FOUND,2509350.88,False
2026-02-04,TRD_0023183,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4134 @ 602.9600,NOT FOUND,2492636.64,False
2026-02-04,TRD_0025466,AMZN,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4539 @ 546.5400,NOT FOUND,2480745.06,False
2026-02-04,TRD_0012311,AMZN,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3817 @ 649.6800,NOT FOUND,2479828.56,False
2026-02-04,TRD_0040961,AMZN,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3523 @ 701.3000,NOT FOUND,2470679.9,False
2026-02-04,BRK_ONLY_34,TSLA,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4624 @ 530.3900,2452523.36,False
2026-02-04,BRK_ONLY_127,GOOGL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4310 @ 567.8400,2447390.4,False
2026-02-04,TRD_0045663,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4058 @ 602.3900,NOT FOUND,2444498.62,False
2026-02-04,TRD_0048640,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3191 @ 765.6700,NOT FOUND,2443252.97,False
2026-02-04,TRD_0047697,MSFT,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4737 @ 507.8900,NOT FOUND,2405874.93,False
2026-02-04,BRK_ONLY_160,NVDA,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3595 @ 668.7900,2404300.05,False
2026-02-04,BRK_ONLY_223,INTC,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4613 @ 517.9400,2389257.22,False
2026-02-04,TRD_0007683,NVDA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4126 @ 576.3200,NOT FOUND,2377896.32,False
2026-02-04,TRD_0037184,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3720 @ 637.7400,NOT FOUND,2372392.8,False
2026-02-04,BRK_ONLY_96,SPY,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2974 @ 797.1500,2370724.1,False
2026-02-04,TRD_0027631,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4486 @ 528.1200,NOT FOUND,2369146.32,False
2026-02-04,BRK_ONLY_85,AMZN,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 2996 @ 790.5300,2368427.88,False
2026-02-04,TRD_0042421,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3358 @ 692.9400,NOT FOUND,2326892.52,False
2026-02-04,BRK_ONLY_248,GOOGL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3487 @ 667.1900,2326491.53,False
2026-02-04,BRK_ONLY_203,AMZN,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3893 @ 595.0600,2316568.58,False
2026-02-04,TRD_0011647,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3627 @ 637.7400,NOT FOUND,2313082.98,False
2026-02-04,TRD_0026563,GOOGL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3372 @ 683.9200,NOT FOUND,2306178.24,False
2026-02-04,TRD_0026305,QQQ,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4552 @ 505.5700,NOT FOUND,2301354.64,False
2026-02-04,TRD_0027911,QQQ,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2938 @ 779.4600,NOT FOUND,2290053.48,False
2026-02-04,TRD_0048725,AAPL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4845 @ 472.3400,NOT FOUND,2288487.3,False
2026-02-04,TRD_0040808,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4506 @ 507.5900,NOT FOUND,2287200.54,False
2026-02-04,BRK_ONLY_67,TSLA,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2992 @ 755.7400,2261174.08,False
2026-02-04,BRK_ONLY_159,MSFT,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3615 @ 624.2200,2256555.3,False
2026-02-04,BRK_ONLY_124,AMD,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3718 @ 592.4200,2202617.56,False
2026-02-04,TRD_0036669,SPY,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3982 @ 552.8800,NOT FOUND,2201568.16,False
2026-02-04,TRD_0004009,QQQ,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3613 @ 608.4000,NOT FOUND,2198149.2,False
2026-02-04,TRD_0006132,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2778 @ 788.9600,NOT FOUND,2191730.88,False
2026-02-04,TRD_0043103,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4848 @ 450.6200,NOT FOUND,2184605.76,False
2026-02-04,TRD_0005005,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3116 @ 695.0600,NOT FOUND,2165806.96,False
2026-02-04,TRD_0018293,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3334 @ 649.2000,NOT FOUND,2164432.8,False
2026-02-04,TRD_0013183,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3527 @ 612.8200,NOT FOUND,2161416.14,False
2026-02-04,BRK_ONLY_63,SPY,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2726 @ 789.2800,2151577.28,False
2026-02-04,TRD_0021082,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4317 @ 496.3600,NOT FOUND,2142786.12,False
2026-02-04,TRD_0036986,AMZN,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4634 @ 461.9300,NOT FOUND,2140583.62,False
2026-02-04,TRD_0025588,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4200 @ 508.7000,NOT FOUND,2136540.0,False
2026-02-04,BRK_ONLY_64,QQQ,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3122 @ 679.6000,2121711.2,False
2026-02-04,TRD_0049058,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3645 @ 582.0000,NOT FOUND,2121390.0,False
2026-02-04,BRK_ONLY_249,MSFT,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3727 @ 562.8000,2097555.6,False
2026-02-04,TRD_0024362,GOOGL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3308 @ 629.8200,NOT FOUND,2083444.56,False
2026-02-04,BRK_ONLY_84,INTC,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4888 @ 425.7000,2080821.6,False
2026-02-04,BRK_ONLY_23,INTC,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3231 @ 642.8700,2077112.97,False
2026-02-04,BRK_ONLY_135,AMZN,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3348 @ 620.2300,2076530.04,False
2026-02-04,TRD_0002549,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2689 @ 767.6100,NOT FOUND,2064103.29,False
2026-02-04,TRD_0008427,NVDA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3098 @ 663.1300,NOT FOUND,2054376.74,False
2026-02-04,BRK_ONLY_1,GOOGL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2854 @ 715.8700,2043092.98,False
2026-02-04,TRD_0040429,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2833 @ 720.0900,NOT FOUND,2040014.97,False
2026-02-04,TRD_0021784,TSLA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3096 @ 658.7900,NOT FOUND,2039613.84,False
2026-02-04,TRD_0041618,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3825 @ 531.6800,NOT FOUND,2033676.0,False
2026-02-04,BRK_ONLY_246,AAPL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3112 @ 645.2600,2008049.12,False
2026-02-04,TRD_0032410,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4988 @ 401.7100,NOT FOUND,2003729.48,False
2026-02-04,BRK_ONLY_115,SPY,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4276 @ 467.8900,2000697.64,False
2026-02-04,TRD_0036438,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3075 @ 649.8600,NOT FOUND,1998319.5,False
2026-02-04,TRD_0048429,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4442 @ 444.9200,NOT FOUND,1976334.64,False
2026-02-04,TRD_0010080,QQQ,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2590 @ 757.7100,NOT FOUND,1962468.9,False
2026-02-04,TRD_0037831,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3513 @ 557.5200,NOT FOUND,1958567.76,False
2026-02-04,BRK_ONLY_32,SPY,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2800 @ 697.3300,1952524.0,False
2026-02-04,BRK_ONLY_212,AMD,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4054 @ 480.2300,1946852.42,False
2026-02-04,TRD_0005789,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2447 @ 790.8200,NOT FOUND,1935136.54,False
2026-02-04,TRD_0046655,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4240 @ 453.9000,NOT FOUND,1924536.0,False
2026-02-04,BRK_ONLY_174,NVDA,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3128 @ 611.9100,1914054.48,False
2026-02-04,TRD_0024022,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3051 @ 625.4300,NOT FOUND,1908186.93,False
2026-02-04,BRK_ONLY_170,AAPL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 2691 @ 707.4800,1903828.68,False
2026-02-04,TRD_0011762,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3066 @ 616.8900,NOT FOUND,1891384.74,False
2026-02-04,TRD_0006691,MSFT,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3606 @ 522.8900,NOT FOUND,1885541.34,False
2026-02-04,TRD_0029492,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2549 @ 735.7400,NOT FOUND,1875401.26,False
2026-02-04,TRD_0031943,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4723 @ 396.5900,NOT FOUND,1873094.57,False
2026-02-04,BRK_ONLY_59,GOOGL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3453 @ 537.3600,1855504.08,False
2026-02-04,BRK_ONLY_72,AMD,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2557 @ 725.5100,1855129.07,False
2026-02-04,TRD_0030755,MSFT,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2565 @ 721.9000,NOT FOUND,1851673.5,False
2026-02-04,TRD_0007961,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3310 @ 559.0700,NOT FOUND,1850521.7,False
2026-02-04,BRK_ONLY_245,AMD,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3345 @ 553.2100,1850487.45,False
2026-02-04,BRK_ONLY_20,INTC,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 2675 @ 685.6500,1834113.75,False
2026-02-04,TRD_0016454,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3313 @ 548.5300,NOT FOUND,1817279.89,False
2026-02-04,BRK_ONLY_0,AAPL,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 2602 @ 688.5400,1791581.08,False
2026-02-04,BRK_ONLY_215,AMZN,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2984 @ 597.3700,1782552.08,False
2026-02-04,BRK_ONLY_110,GOOGL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3026 @ 588.1200,1779651.12,False
2026-02-04,BRK_ONLY_206,AAPL,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3670 @ 484.5400,1778261.8,False
2026-02-04,TRD_0024049,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4288 @ 413.6800,NOT FOUND,1773859.84,False
2026-02-04,BRK_ONLY_163,INTC,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 2554 @ 692.5500,1768772.7,False
2026-02-04,BRK_ONLY_216,GOOGL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2765 @ 634.3900,1754088.35,False
2026-02-04,BRK_ONLY_43,AAPL,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3936 @ 443.4200,1745301.12,False
2026-02-04,BRK_ONLY_153,AMZN,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 2649 @ 657.0000,1740393.0,False
2026-02-04,BRK_ONLY_45,AAPL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4553 @ 381.7100,1737925.63,False
2026-02-04,TRD_0021613,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3833 @ 453.3700,NOT FOUND,1737767.21,False
2026-02-04,BRK_ONLY_22,AAPL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3718 @ 464.5400,1727159.72,False
2026-02-04,TRD_0010576,TSLA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2259 @ 761.6900,NOT FOUND,1720657.71,False
2026-02-04,TRD_0014342,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3433 @ 497.8200,NOT FOUND,1709016.06,False
2026-02-04,TRD_0040752,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3543 @ 481.7900,NOT FOUND,1706981.97,False
2026-02-04,TRD_0029504,MSFT,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2258 @ 754.4700,NOT FOUND,1703593.26,False
2026-02-04,TRD_0001955,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2977 @ 571.7000,NOT FOUND,1701950.9,False
2026-02-04,TRD_0009255,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3555 @ 477.7400,NOT FOUND,1698365.7,False
2026-02-04,TRD_0036772,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4879 @ 347.1300,NOT FOUND,1693647.27,False
2026-02-04,TRD_0008091,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3664 @ 461.9000,NOT FOUND,1692401.6,False
2026-02-04,BRK_ONLY_169,SPY,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3891 @ 434.7000,1691417.7,False
2026-02-04,BRK_ONLY_62,MSFT,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3711 @ 455.7800,1691399.58,False
2026-02-04,TRD_0004683,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3447 @ 489.4500,NOT FOUND,1687134.15,False
2026-02-04,TRD_0045327,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2500 @ 670.0200,NOT FOUND,1675050.0,False
2026-02-04,BRK_ONLY_79,GOOGL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4648 @ 359.5400,1671141.92,False
2026-02-04,TRD_0028818,MSFT,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4002 @ 416.8900,NOT FOUND,1668393.78,False
