recon_id,recon_date,trade_id,symbol,account,break_type,severity,internal_value,broker_value,notional_impact,resolved,resolved_at,notes,created_at
21079,2026-02-03,BRK_ONLY_237,AMZN,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3911 @ 798.5800,3123246.38,False,,,2026-02-05 00:30:13.927874
20465,2026-02-03,TRD_0011852,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4241 @ 730.1500,NOT FOUND,3096566.15,False,,,2026-02-05 00:30:13.927874
20763,2026-02-03,TRD_0041681,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4188 @ 736.9300,NOT FOUND,3086262.84,False,,,2026-02-05 00:30:13.927874
20403,2026-02-03,TRD_0006348,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3857 @ 792.9500,NOT FOUND,3058408.15,False,,,2026-02-05 00:30:13.927874
20437,2026-02-03,TRD_0009271,AMZN,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4704 @ 645.5100,NOT FOUND,3036479.04,False,,,2026-02-05 00:30:13.927874
20614,2026-02-03,TRD_0027074,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4856 @ 619.2600,NOT FOUND,3007126.56,False,,,2026-02-05 00:30:13.927874
20971,2026-02-03,BRK_ONLY_129,AAPL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3837 @ 779.3200,2990250.84,False,,,2026-02-05 00:30:13.927874
21062,2026-02-03,BRK_ONLY_220,AMZN,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4355 @ 679.4600,2959048.3,False,,,2026-02-05 00:30:13.927874
21083,2026-02-03,BRK_ONLY_241,AMZN,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4516 @ 653.5700,2951522.12,False,,,2026-02-05 00:30:13.927874
20451,2026-02-03,TRD_0010392,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4027 @ 728.9500,NOT FOUND,2935481.65,False,,,2026-02-05 00:30:13.927874
21048,2026-02-03,BRK_ONLY_206,AMZN,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3725 @ 787.5400,2933586.5,False,,,2026-02-05 00:30:13.927874
20710,2026-02-03,TRD_0035786,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3764 @ 773.4300,NOT FOUND,2911190.52,False,,,2026-02-05 00:30:13.927874
20377,2026-02-03,TRD_0003747,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4263 @ 679.0100,NOT FOUND,2894619.63,False,,,2026-02-05 00:30:13.927874
20861,2026-02-03,BRK_ONLY_19,QQQ,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4406 @ 653.8200,2880730.92,False,,,2026-02-05 00:30:13.927874
20414,2026-02-03,TRD_0007414,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4151 @ 691.5200,NOT FOUND,2870499.52,False,,,2026-02-05 00:30:13.927874
20639,2026-02-03,TRD_0029328,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4057 @ 705.8000,NOT FOUND,2863430.6,False,,,2026-02-05 00:30:13.927874
20949,2026-02-03,BRK_ONLY_107,QQQ,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4957 @ 577.1400,2860882.98,False,,,2026-02-05 00:30:13.927874
20607,2026-02-03,TRD_0026540,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3586 @ 796.4900,NOT FOUND,2856213.14,False,,,2026-02-05 00:30:13.927874
20550,2026-02-03,TRD_0020548,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3683 @ 770.5700,NOT FOUND,2838009.31,False,,,2026-02-05 00:30:13.927874
20380,2026-02-03,TRD_0004158,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3537 @ 798.6600,NOT FOUND,2824860.42,False,,,2026-02-05 00:30:13.927874
20844,2026-02-03,BRK_ONLY_2,INTC,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4778 @ 589.1800,2815102.04,False,,,2026-02-05 00:30:13.927874
20845,2026-02-03,BRK_ONLY_3,TSLA,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4664 @ 602.0000,2807728.0,False,,,2026-02-05 00:30:13.927874
20721,2026-02-03,TRD_0036997,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4399 @ 627.7200,NOT FOUND,2761340.28,False,,,2026-02-05 00:30:13.927874
20412,2026-02-03,TRD_0007321,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3669 @ 748.2600,NOT FOUND,2745365.94,False,,,2026-02-05 00:30:13.927874
20762,2026-02-03,TRD_0041632,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3486 @ 787.3800,NOT FOUND,2744806.68,False,,,2026-02-05 00:30:13.927874
20758,2026-02-03,TRD_0040939,GOOGL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4271 @ 639.6700,NOT FOUND,2732030.57,False,,,2026-02-05 00:30:13.927874
20606,2026-02-03,TRD_0026286,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3500 @ 779.9800,NOT FOUND,2729930.0,False,,,2026-02-05 00:30:13.927874
20487,2026-02-03,TRD_0013566,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3515 @ 773.7400,NOT FOUND,2719696.1,False,,,2026-02-05 00:30:13.927874
21011,2026-02-03,BRK_ONLY_169,INTC,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4999 @ 543.2400,2715656.76,False,,,2026-02-05 00:30:13.927874
20651,2026-02-03,TRD_0030013,INTC,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4158 @ 652.8300,NOT FOUND,2714467.14,False,,,2026-02-05 00:30:13.927874
20906,2026-02-03,BRK_ONLY_64,AAPL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4515 @ 600.3300,2710489.95,False,,,2026-02-05 00:30:13.927874
20829,2026-02-03,TRD_0048854,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4387 @ 617.6300,NOT FOUND,2709542.81,False,,,2026-02-05 00:30:13.927874
20894,2026-02-03,BRK_ONLY_52,MSFT,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3661 @ 737.6500,2700536.65,False,,,2026-02-05 00:30:13.927874
20711,2026-02-03,TRD_0035815,INTC,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4080 @ 661.0900,NOT FOUND,2697247.2,False,,,2026-02-05 00:30:13.927874
21087,2026-02-03,BRK_ONLY_245,AMZN,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4683 @ 570.5300,2671791.99,False,,,2026-02-05 00:30:13.927874
20598,2026-02-03,TRD_0025504,INTC,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3489 @ 760.4500,NOT FOUND,2653210.05,False,,,2026-02-05 00:30:13.927874
21068,2026-02-03,BRK_ONLY_226,AAPL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4786 @ 552.9900,2646610.14,False,,,2026-02-05 00:30:13.927874
20745,2026-02-03,TRD_0039634,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3412 @ 774.8900,NOT FOUND,2643924.68,False,,,2026-02-05 00:30:13.927874
20749,2026-02-03,TRD_0039923,AMZN,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4370 @ 598.5800,NOT FOUND,2615794.6,False,,,2026-02-05 00:30:13.927874
20641,2026-02-03,TRD_0029345,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4367 @ 597.1000,NOT FOUND,2607535.7,False,,,2026-02-05 00:30:13.927874
20969,2026-02-03,BRK_ONLY_127,INTC,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4779 @ 543.1800,2595857.22,False,,,2026-02-05 00:30:13.927874
20452,2026-02-03,TRD_0010404,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3648 @ 706.5300,NOT FOUND,2577421.44,False,,,2026-02-05 00:30:13.927874
20696,2026-02-03,TRD_0033884,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4589 @ 560.2300,NOT FOUND,2570895.47,False,,,2026-02-05 00:30:13.927874
21041,2026-02-03,BRK_ONLY_199,QQQ,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3490 @ 733.2300,2558972.7,False,,,2026-02-05 00:30:13.927874
20918,2026-02-03,BRK_ONLY_76,AMD,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3377 @ 746.6000,2521268.2,False,,,2026-02-05 00:30:13.927874
20528,2026-02-03,TRD_0017670,AMZN,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3469 @ 724.8700,NOT FOUND,2514574.03,False,,,2026-02-05 00:30:13.927874
20841,2026-02-03,TRD_0049722,AMZN,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4968 @ 505.2800,NOT FOUND,2510231.04,False,,,2026-02-05 00:30:13.927874
21076,2026-02-03,BRK_ONLY_234,QQQ,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3364 @ 745.7300,2508635.72,False,,,2026-02-05 00:30:13.927874
20672,2026-02-03,TRD_0031602,GOOGL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4906 @ 510.9400,NOT FOUND,2506671.64,False,,,2026-02-05 00:30:13.927874
20927,2026-02-03,BRK_ONLY_85,SPY,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3767 @ 663.5200,2499479.84,False,,,2026-02-05 00:30:13.927874
20429,2026-02-03,TRD_0008975,AAPL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3570 @ 696.5400,NOT FOUND,2486647.8,False,,,2026-02-05 00:30:13.927874
20562,2026-02-03,TRD_0021846,INTC,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3817 @ 651.2000,NOT FOUND,2485630.4,False,,,2026-02-05 00:30:13.927874
20569,2026-02-03,TRD_0022348,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4410 @ 561.4700,NOT FOUND,2476082.7,False,,,2026-02-05 00:30:13.927874
21024,2026-02-03,BRK_ONLY_182,AMZN,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3134 @ 788.3500,2470688.9,False,,,2026-02-05 00:30:13.927874
20497,2026-02-03,TRD_0014325,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4388 @ 559.6700,NOT FOUND,2455831.96,False,,,2026-02-05 00:30:13.927874
20955,2026-02-03,BRK_ONLY_113,AMZN,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3704 @ 658.0500,2437417.2,False,,,2026-02-05 00:30:13.927874
20739,2026-02-03,TRD_0039356,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3919 @ 620.1000,NOT FOUND,2430171.9,False,,,2026-02-05 00:30:13.927874
20364,2026-02-03,TRD_0002079,GOOGL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3924 @ 617.9000,NOT FOUND,2424639.6,False,,,2026-02-05 00:30:13.927874
21004,2026-02-03,BRK_ONLY_162,INTC,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3101 @ 771.4000,2392111.4,False,,,2026-02-05 00:30:13.927874
20723,2026-02-03,TRD_0037380,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4678 @ 506.5300,NOT FOUND,2369547.34,False,,,2026-02-05 00:30:13.927874
20544,2026-02-03,TRD_0020062,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3756 @ 629.4500,NOT FOUND,2364214.2,False,,,2026-02-05 00:30:13.927874
20654,2026-02-03,TRD_0030125,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3820 @ 618.8800,NOT FOUND,2364121.6,False,,,2026-02-05 00:30:13.927874
21034,2026-02-03,BRK_ONLY_192,SPY,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4907 @ 481.6700,2363554.69,False,,,2026-02-05 00:30:13.927874
20431,2026-02-03,TRD_0009004,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4129 @ 571.8900,NOT FOUND,2361333.81,False,,,2026-02-05 00:30:13.927874
20890,2026-02-03,BRK_ONLY_48,QQQ,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3340 @ 702.0000,2344680.0,False,,,2026-02-05 00:30:13.927874
20393,2026-02-03,TRD_0005704,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4361 @ 535.9400,NOT FOUND,2337234.34,False,,,2026-02-05 00:30:13.927874
20848,2026-02-03,BRK_ONLY_6,NVDA,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3199 @ 722.1000,2309997.9,False,,,2026-02-05 00:30:13.927874
21031,2026-02-03,BRK_ONLY_189,GOOGL,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4697 @ 491.4400,2308293.68,False,,,2026-02-05 00:30:13.927874
20637,2026-02-03,TRD_0029247,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4340 @ 528.5800,NOT FOUND,2294037.2,False,,,2026-02-05 00:30:13.927874
20378,2026-02-03,TRD_0003836,AMZN,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3148 @ 726.6900,NOT FOUND,2287620.12,False,,,2026-02-05 00:30:13.927874
20387,2026-02-03,TRD_0004929,AMZN,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3052 @ 748.9200,NOT FOUND,2285703.84,False,,,2026-02-05 00:30:13.927874
20912,2026-02-03,BRK_ONLY_70,AMD,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3101 @ 734.3400,2277188.34,False,,,2026-02-05 00:30:13.927874
20525,2026-02-03,TRD_0017471,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3877 @ 586.5500,NOT FOUND,2274054.35,False,,,2026-02-05 00:30:13.927874
20899,2026-02-03,BRK_ONLY_57,AMD,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4722 @ 481.5200,2273737.44,False,,,2026-02-05 00:30:13.927874
20615,2026-02-03,TRD_0027102,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3917 @ 579.9100,NOT FOUND,2271507.47,False,,,2026-02-05 00:30:13.927874
20820,2026-02-03,TRD_0047499,GOOGL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3223 @ 703.0200,NOT FOUND,2265833.46,False,,,2026-02-05 00:30:13.927874
20750,2026-02-03,TRD_0039980,AMZN,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3725 @ 607.2600,NOT FOUND,2262043.5,False,,,2026-02-05 00:30:13.927874
20521,2026-02-03,TRD_0017262,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3932 @ 573.4800,NOT FOUND,2254923.36,False,,,2026-02-05 00:30:13.927874
20552,2026-02-03,TRD_0020769,GOOGL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3420 @ 656.9000,NOT FOUND,2246598.0,False,,,2026-02-05 00:30:13.927874
21005,2026-02-03,BRK_ONLY_163,AMZN,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4121 @ 544.4600,2243719.66,False,,,2026-02-05 00:30:13.927874
21059,2026-02-03,BRK_ONLY_217,NVDA,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4475 @ 498.6100,2231279.75,False,,,2026-02-05 00:30:13.927874
20718,2026-02-03,TRD_0036609,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4253 @ 524.1100,NOT FOUND,2229039.83,False,,,2026-02-05 00:30:13.927874
20618,2026-02-03,TRD_0027305,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4866 @ 455.7400,NOT FOUND,2217630.84,False,,,2026-02-05 00:30:13.927874
20401,2026-02-03,TRD_0006248,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3034 @ 730.6800,NOT FOUND,2216883.12,False,,,2026-02-05 00:30:13.927874
20475,2026-02-03,TRD_0012559,MSFT,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3671 @ 603.8500,NOT FOUND,2216733.35,False,,,2026-02-05 00:30:13.927874
20599,2026-02-03,TRD_0025532,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4307 @ 512.8600,NOT FOUND,2208888.02,False,,,2026-02-05 00:30:13.927874
21003,2026-02-03,BRK_ONLY_161,AMD,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3633 @ 606.1900,2202288.27,False,,,2026-02-05 00:30:13.927874
21071,2026-02-03,BRK_ONLY_229,NVDA,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4052 @ 543.3700,2201735.24,False,,,2026-02-05 00:30:13.927874
20635,2026-02-03,TRD_0028817,NVDA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3123 @ 704.8300,NOT FOUND,2201184.09,False,,,2026-02-05 00:30:13.927874
20572,2026-02-03,TRD_0022685,INTC,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4955 @ 442.2900,NOT FOUND,2191546.95,False,,,2026-02-05 00:30:13.927874
20442,2026-02-03,TRD_0009722,GOOGL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4073 @ 535.0100,NOT FOUND,2179095.73,False,,,2026-02-05 00:30:13.927874
21066,2026-02-03,BRK_ONLY_224,TSLA,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3856 @ 564.8700,2178138.72,False,,,2026-02-05 00:30:13.927874
20392,2026-02-03,TRD_0005668,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3079 @ 706.7200,NOT FOUND,2175990.88,False,,,2026-02-05 00:30:13.927874
20801,2026-02-03,TRD_0045596,SPY,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3161 @ 680.0800,NOT FOUND,2149732.88,False,,,2026-02-05 00:30:13.927874
20410,2026-02-03,TRD_0006980,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4078 @ 526.3700,NOT FOUND,2146536.86,False,,,2026-02-05 00:30:13.927874
20671,2026-02-03,TRD_0031582,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4319 @ 494.2400,NOT FOUND,2134622.56,False,,,2026-02-05 00:30:13.927874
20533,2026-02-03,TRD_0018138,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3259 @ 654.9600,NOT FOUND,2134514.64,False,,,2026-02-05 00:30:13.927874
20938,2026-02-03,BRK_ONLY_96,INTC,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3255 @ 650.0900,2116042.95,False,,,2026-02-05 00:30:13.927874
20535,2026-02-03,TRD_0018605,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4624 @ 455.8800,NOT FOUND,2107989.12,False,,,2026-02-05 00:30:13.927874
20736,2026-02-03,TRD_0038891,AAPL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3577 @ 585.9300,NOT FOUND,2095871.61,False,,,2026-02-05 00:30:13.927874
21073,2026-02-03,BRK_ONLY_231,AMD,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3184 @ 658.0100,2095103.84,False,,,2026-02-05 00:30:13.927874
20814,2026-02-03,TRD_0046915,GOOGL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3143 @ 664.5800,NOT FOUND,2088774.94,False,,,2026-02-05 00:30:13.927874
20828,2026-02-03,TRD_0048698,AMZN,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4262 @ 487.1300,NOT FOUND,2076148.06,False,,,2026-02-05 00:30:13.927874
20684,2026-02-03,TRD_0032379,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3225 @ 639.3600,NOT FOUND,2061936.0,False,,,2026-02-05 00:30:13.927874
20629,2026-02-03,TRD_0028015,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3584 @ 571.3300,NOT FOUND,2047646.72,False,,,2026-02-05 00:30:13.927874
21044,2026-02-03,BRK_ONLY_202,NVDA,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3819 @ 533.0600,2035756.14,False,,,2026-02-05 00:30:13.927874
21089,2026-02-03,BRK_ONLY_247,MSFT,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4316 @ 471.5000,2034994.0,False,,,2026-02-05 00:30:13.927874
21025,2026-02-03,BRK_ONLY_183,QQQ,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4777 @ 425.6900,2033521.13,False,,,2026-02-05 00:30:13.927874
20602,2026-02-03,TRD_0026016,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4541 @ 445.7100,NOT FOUND,2023969.11,False,,,2026-02-05 00:30:13.927874
20822,2026-02-03,TRD_0047779,SPY,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2777 @ 726.6500,NOT FOUND,2017907.05,False,,,2026-02-05 00:30:13.927874
20976,2026-02-03,BRK_ONLY_134,GOOGL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2808 @ 710.1900,1994213.52,False,,,2026-02-05 00:30:13.927874
