pnl_id,pnl_date,account,strategy,symbol,realized_pnl,unrealized_pnl,total_pnl,fees_total,trade_count,created_at
653,2026-02-05,ACCT_ARB,LiquidityProv,AMZN,8381684.69,0.0,8381684.69,2250.85,286,2026-02-05 00:34:13.253833
681,2026-02-05,ACCT_FLOW,DeltaNeutral,AAPL,8381035.62,0.0,8381035.62,2810.14,351,2026-02-05 00:34:13.253833
783,2026-02-05,ACCT_MAIN,MarketMaking,AMZN,7662914.39,0.0,7662914.39,2148.02,277,2026-02-05 00:34:13.253833
694,2026-02-05,ACCT_FLOW,LiquidityProv,GOOGL,6741489.56,0.0,6741489.56,2296.68,301,2026-02-05 00:34:13.253833
765,2026-02-05,ACCT_MAIN,DeltaNeutral,INTC,6684721.47,0.0,6684721.47,2561.67,326,2026-02-05 00:34:13.253833
683,2026-02-05,ACCT_FLOW,DeltaNeutral,AMZN,6660806.3,0.0,6660806.3,2451.32,323,2026-02-05 00:34:13.253833
788,2026-02-05,ACCT_MAIN,MarketMaking,QQQ,6079621.49,0.0,6079621.49,2242.79,294,2026-02-05 00:34:13.253833
786,2026-02-05,ACCT_MAIN,MarketMaking,MSFT,5427598.28,0.0,5427598.28,2461.46,310,2026-02-05 00:34:13.253833
713,2026-02-05,ACCT_FLOW,StatisticalArb,AMZN,5263741.73,0.0,5263741.73,2544.65,328,2026-02-05 00:34:13.253833
654,2026-02-05,ACCT_ARB,LiquidityProv,GOOGL,4627422.53,0.0,4627422.53,2445.01,334,2026-02-05 00:34:13.253833
744,2026-02-05,ACCT_HEDGE,MarketMaking,GOOGL,2582658.4,0.0,2582658.4,2539.39,326,2026-02-05 00:34:13.253833
758,2026-02-05,ACCT_HEDGE,StatisticalArb,QQQ,2321336.82,0.0,2321336.82,2360.59,294,2026-02-05 00:34:13.253833
673,2026-02-05,ACCT_ARB,StatisticalArb,AMZN,2266991.08,0.0,2266991.08,2521.03,322,2026-02-05 00:34:13.253833
763,2026-02-05,ACCT_MAIN,DeltaNeutral,AMZN,2245757.82,0.0,2245757.82,2317.49,294,2026-02-05 00:34:13.253833
687,2026-02-05,ACCT_FLOW,DeltaNeutral,NVDA,1741710.03,0.0,1741710.03,2385.58,310,2026-02-05 00:34:13.253833
769,2026-02-05,ACCT_MAIN,DeltaNeutral,SPY,1663169.35,0.0,1663169.35,2228.62,290,2026-02-05 00:34:13.253833
722,2026-02-05,ACCT_HEDGE,DeltaNeutral,AMD,1243243.25,0.0,1243243.25,2483.84,313,2026-02-05 00:34:13.253833
731,2026-02-05,ACCT_HEDGE,LiquidityProv,AAPL,584313.54,0.0,584313.54,2243.48,287,2026-02-05 00:34:13.253833
665,2026-02-05,ACCT_ARB,MarketMaking,INTC,310020.19,0.0,310020.19,2525.27,330,2026-02-05 00:34:13.253833
705,2026-02-05,ACCT_FLOW,MarketMaking,INTC,188473.0,0.0,188473.0,2512.48,318,2026-02-05 00:34:13.253833
663,2026-02-05,ACCT_ARB,MarketMaking,AMZN,157533.32,0.0,157533.32,2688.06,358,2026-02-05 00:34:13.253833
728,2026-02-05,ACCT_HEDGE,DeltaNeutral,QQQ,-46752.25,0.0,-46752.25,2491.76,332,2026-02-05 00:34:13.253833
787,2026-02-05,ACCT_MAIN,MarketMaking,NVDA,-1284479.92,0.0,-1284479.92,2551.78,327,2026-02-05 00:34:13.253833
775,2026-02-05,ACCT_MAIN,LiquidityProv,INTC,-1884709.37,0.0,-1884709.37,2154.53,274,2026-02-05 00:34:13.253833
780,2026-02-05,ACCT_MAIN,LiquidityProv,TSLA,-2013887.15,0.0,-2013887.15,2201.63,282,2026-02-05 00:34:13.253833
701,2026-02-05,ACCT_FLOW,MarketMaking,AAPL,-2448697.02,0.0,-2448697.02,2329.33,300,2026-02-05 00:34:13.253833
793,2026-02-05,ACCT_MAIN,StatisticalArb,AMZN,-2481090.06,0.0,-2481090.06,2473.06,313,2026-02-05 00:34:13.253833
751,2026-02-05,ACCT_HEDGE,StatisticalArb,AAPL,-2503145.15,0.0,-2503145.15,2443.63,315,2026-02-05 00:34:13.253833
656,2026-02-05,ACCT_ARB,LiquidityProv,MSFT,-3300213.8,0.0,-3300213.8,2251.59,307,2026-02-05 00:34:13.253833
746,2026-02-05,ACCT_HEDGE,MarketMaking,MSFT,-3316724.86,0.0,-3316724.86,2322.25,292,2026-02-05 00:34:13.253833
721,2026-02-05,ACCT_HEDGE,DeltaNeutral,AAPL,-3513962.46,0.0,-3513962.46,2591.38,330,2026-02-05 00:34:13.253833
716,2026-02-05,ACCT_FLOW,StatisticalArb,MSFT,-3913525.72,0.0,-3913525.72,2437.31,314,2026-02-05 00:34:13.253833
688,2026-02-05,ACCT_FLOW,DeltaNeutral,QQQ,-5145700.69,0.0,-5145700.69,2550.48,333,2026-02-05 00:34:13.253833
729,2026-02-05,ACCT_HEDGE,DeltaNeutral,SPY,-5592024.33,0.0,-5592024.33,2351.89,317,2026-02-05 00:34:13.253833
759,2026-02-05,ACCT_HEDGE,StatisticalArb,SPY,-5845092.47,0.0,-5845092.47,2585.12,322,2026-02-05 00:34:13.253833
659,2026-02-05,ACCT_ARB,LiquidityProv,SPY,-6333319.64,0.0,-6333319.64,2411.6,310,2026-02-05 00:34:13.253833
745,2026-02-05,ACCT_HEDGE,MarketMaking,INTC,-6353837.18,0.0,-6353837.18,2323.53,319,2026-02-05 00:34:13.253833
800,2026-02-05,ACCT_MAIN,StatisticalArb,TSLA,-6387425.03,0.0,-6387425.03,2438.62,325,2026-02-05 00:34:13.253833
779,2026-02-05,ACCT_MAIN,LiquidityProv,SPY,-6515653.7,0.0,-6515653.7,2539.84,318,2026-02-05 00:34:13.253833
691,2026-02-05,ACCT_FLOW,LiquidityProv,AAPL,-6670519.91,0.0,-6670519.91,2446.41,328,2026-02-05 00:34:13.253833
740,2026-02-05,ACCT_HEDGE,LiquidityProv,TSLA,-7077080.84,0.0,-7077080.84,2385.82,299,2026-02-05 00:34:13.253833
770,2026-02-05,ACCT_MAIN,DeltaNeutral,TSLA,-7288845.51,0.0,-7288845.51,2387.13,302,2026-02-05 00:34:13.253833
702,2026-02-05,ACCT_FLOW,MarketMaking,AMD,-8380797.47,0.0,-8380797.47,2354.51,305,2026-02-05 00:34:13.253833
753,2026-02-05,ACCT_HEDGE,StatisticalArb,AMZN,-8581711.74,0.0,-8581711.74,2506.23,344,2026-02-05 00:34:13.253833
693,2026-02-05,ACCT_FLOW,LiquidityProv,AMZN,-8959892.59,0.0,-8959892.59,2450.91,309,2026-02-05 00:34:13.253833
684,2026-02-05,ACCT_FLOW,DeltaNeutral,GOOGL,-9341316.19,0.0,-9341316.19,2451.69,311,2026-02-05 00:34:13.253833
652,2026-02-05,ACCT_ARB,LiquidityProv,AMD,-9632906.73,0.0,-9632906.73,2418.54,303,2026-02-05 00:34:13.253833
764,2026-02-05,ACCT_MAIN,DeltaNeutral,GOOGL,-10109915.53,0.0,-10109915.53,2508.98,317,2026-02-05 00:34:13.253833
709,2026-02-05,ACCT_FLOW,MarketMaking,SPY,-10641968.58,0.0,-10641968.58,2253.04,291,2026-02-05 00:34:13.253833
781,2026-02-05,ACCT_MAIN,MarketMaking,AAPL,-10846889.32,0.0,-10846889.32,2442.07,304,2026-02-05 00:34:13.253833
698,2026-02-05,ACCT_FLOW,LiquidityProv,QQQ,-11901593.67,0.0,-11901593.67,2563.77,331,2026-02-05 00:34:13.253833
743,2026-02-05,ACCT_HEDGE,MarketMaking,AMZN,-12060678.58,0.0,-12060678.58,2613.12,334,2026-02-05 00:34:13.253833
695,2026-02-05,ACCT_FLOW,LiquidityProv,INTC,-12072934.42,0.0,-12072934.42,2249.97,298,2026-02-05 00:34:13.253833
726,2026-02-05,ACCT_HEDGE,DeltaNeutral,MSFT,-12688836.74,0.0,-12688836.74,2556.81,324,2026-02-05 00:34:13.253833
678,2026-02-05,ACCT_ARB,StatisticalArb,QQQ,-12859261.33,0.0,-12859261.33,2412.5,304,2026-02-05 00:34:13.253833
696,2026-02-05,ACCT_FLOW,LiquidityProv,MSFT,-13257510.42,0.0,-13257510.42,2431.77,313,2026-02-05 00:34:13.253833
733,2026-02-05,ACCT_HEDGE,LiquidityProv,AMZN,-13586379.97,0.0,-13586379.97,2405.99,308,2026-02-05 00:34:13.253833
703,2026-02-05,ACCT_FLOW,MarketMaking,AMZN,-13843696.93,0.0,-13843696.93,2357.35,302,2026-02-05 00:34:13.253833
798,2026-02-05,ACCT_MAIN,StatisticalArb,QQQ,-14840331.35,0.0,-14840331.35,2257.12,297,2026-02-05 00:34:13.253833
760,2026-02-05,ACCT_HEDGE,StatisticalArb,TSLA,-14884858.73,0.0,-14884858.73,2411.99,315,2026-02-05 00:34:13.253833
748,2026-02-05,ACCT_HEDGE,MarketMaking,QQQ,-15044501.77,0.0,-15044501.77,2469.18,319,2026-02-05 00:34:13.253833
750,2026-02-05,ACCT_HEDGE,MarketMaking,TSLA,-15313896.58,0.0,-15313896.58,2589.82,318,2026-02-05 00:34:13.253833
720,2026-02-05,ACCT_FLOW,StatisticalArb,TSLA,-15375363.36,0.0,-15375363.36,2583.59,337,2026-02-05 00:34:13.253833
668,2026-02-05,ACCT_ARB,MarketMaking,QQQ,-15862903.24,0.0,-15862903.24,2245.29,279,2026-02-05 00:34:13.253833
776,2026-02-05,ACCT_MAIN,LiquidityProv,MSFT,-15925226.92,0.0,-15925226.92,2486.43,309,2026-02-05 00:34:13.253833
732,2026-02-05,ACCT_HEDGE,LiquidityProv,AMD,-16056937.05,0.0,-16056937.05,2491.56,322,2026-02-05 00:34:13.253833
761,2026-02-05,ACCT_MAIN,DeltaNeutral,AAPL,-16274782.16,0.0,-16274782.16,2367.17,305,2026-02-05 00:34:13.253833
641,2026-02-05,ACCT_ARB,DeltaNeutral,AAPL,-17539900.2,0.0,-17539900.2,2351.09,295,2026-02-05 00:34:13.253833
772,2026-02-05,ACCT_MAIN,LiquidityProv,AMD,-18012218.14,0.0,-18012218.14,2280.13,290,2026-02-05 00:34:13.253833
723,2026-02-05,ACCT_HEDGE,DeltaNeutral,AMZN,-18409176.7,0.0,-18409176.7,2753.22,345,2026-02-05 00:34:13.253833
715,2026-02-05,ACCT_FLOW,StatisticalArb,INTC,-18429034.81,0.0,-18429034.81,2419.45,299,2026-02-05 00:34:13.253833
757,2026-02-05,ACCT_HEDGE,StatisticalArb,NVDA,-18498522.37,0.0,-18498522.37,2505.39,324,2026-02-05 00:34:13.253833
742,2026-02-05,ACCT_HEDGE,MarketMaking,AMD,-19380341.77,0.0,-19380341.77,2468.42,326,2026-02-05 00:34:13.253833
649,2026-02-05,ACCT_ARB,DeltaNeutral,SPY,-20441339.01,0.0,-20441339.01,2474.67,316,2026-02-05 00:34:13.253833
662,2026-02-05,ACCT_ARB,MarketMaking,AMD,-20887043.83,0.0,-20887043.83,2576.3,331,2026-02-05 00:34:13.253833
692,2026-02-05,ACCT_FLOW,LiquidityProv,AMD,-21351838.95,0.0,-21351838.95,2887.08,364,2026-02-05 00:34:13.253833
794,2026-02-05,ACCT_MAIN,StatisticalArb,GOOGL,-21702984.08,0.0,-21702984.08,2594.23,340,2026-02-05 00:34:13.253833
658,2026-02-05,ACCT_ARB,LiquidityProv,QQQ,-21889645.87,0.0,-21889645.87,2647.81,334,2026-02-05 00:34:13.253833
752,2026-02-05,ACCT_HEDGE,StatisticalArb,AMD,-22188159.38,0.0,-22188159.38,2411.21,312,2026-02-05 00:34:13.253833
777,2026-02-05,ACCT_MAIN,LiquidityProv,NVDA,-22252986.61,0.0,-22252986.61,2354.72,307,2026-02-05 00:34:13.253833
714,2026-02-05,ACCT_FLOW,StatisticalArb,GOOGL,-22401617.26,0.0,-22401617.26,2429.6,309,2026-02-05 00:34:13.253833
644,2026-02-05,ACCT_ARB,DeltaNeutral,GOOGL,-23039628.19,0.0,-23039628.19,2320.33,291,2026-02-05 00:34:13.253833
736,2026-02-05,ACCT_HEDGE,LiquidityProv,MSFT,-23095553.49,0.0,-23095553.49,2368.93,311,2026-02-05 00:34:13.253833
795,2026-02-05,ACCT_MAIN,StatisticalArb,INTC,-24383312.85,0.0,-24383312.85,2355.03,314,2026-02-05 00:34:13.253833
686,2026-02-05,ACCT_FLOW,DeltaNeutral,MSFT,-24643248.5,0.0,-24643248.5,2240.67,316,2026-02-05 00:34:13.253833
739,2026-02-05,ACCT_HEDGE,LiquidityProv,SPY,-24842962.14,0.0,-24842962.14,2408.59,317,2026-02-05 00:34:13.253833
785,2026-02-05,ACCT_MAIN,MarketMaking,INTC,-24979856.27,0.0,-24979856.27,2505.81,315,2026-02-05 00:34:13.253833
666,2026-02-05,ACCT_ARB,MarketMaking,MSFT,-25312016.8,0.0,-25312016.8,2345.84,302,2026-02-05 00:34:13.253833
651,2026-02-05,ACCT_ARB,LiquidityProv,AAPL,-25577485.6,0.0,-25577485.6,2449.56,319,2026-02-05 00:34:13.253833
657,2026-02-05,ACCT_ARB,LiquidityProv,NVDA,-26934123.33,0.0,-26934123.33,2583.65,318,2026-02-05 00:34:13.253833
648,2026-02-05,ACCT_ARB,DeltaNeutral,QQQ,-28693470.09,0.0,-28693470.09,2319.05,313,2026-02-05 00:34:13.253833
797,2026-02-05,ACCT_MAIN,StatisticalArb,NVDA,-30139983.06,0.0,-30139983.06,2465.44,320,2026-02-05 00:34:13.253833
766,2026-02-05,ACCT_MAIN,DeltaNeutral,MSFT,-31387547.59,0.0,-31387547.59,2099.97,286,2026-02-05 00:34:13.253833
767,2026-02-05,ACCT_MAIN,DeltaNeutral,NVDA,-32672220.3,0.0,-32672220.3,2251.66,290,2026-02-05 00:34:13.253833
706,2026-02-05,ACCT_FLOW,MarketMaking,MSFT,-34387622.21,0.0,-34387622.21,2323.59,291,2026-02-05 00:34:13.253833
784,2026-02-05,ACCT_MAIN,MarketMaking,GOOGL,-35134132.59,0.0,-35134132.59,2507.78,318,2026-02-05 00:34:13.253833
642,2026-02-05,ACCT_ARB,DeltaNeutral,AMD,-37502007.75,0.0,-37502007.75,2094.78,278,2026-02-05 00:34:13.253833
741,2026-02-05,ACCT_HEDGE,MarketMaking,AAPL,-41979351.62,0.0,-41979351.62,2593.78,319,2026-02-05 00:34:13.253833
796,2026-02-05,ACCT_MAIN,StatisticalArb,MSFT,-42124801.68,0.0,-42124801.68,2589.29,344,2026-02-05 00:34:13.253833
677,2026-02-05,ACCT_ARB,StatisticalArb,NVDA,-44210073.4,0.0,-44210073.4,2215.13,283,2026-02-05 00:34:13.253833
690,2026-02-05,ACCT_FLOW,DeltaNeutral,TSLA,-45682330.67,0.0,-45682330.67,2819.32,370,2026-02-05 00:34:13.253833
650,2026-02-05,ACCT_ARB,DeltaNeutral,TSLA,-46648196.29,0.0,-46648196.29,2366.18,305,2026-02-05 00:34:13.253833
749,2026-02-05,ACCT_HEDGE,MarketMaking,SPY,-46998814.82,0.0,-46998814.82,2352.47,314,2026-02-05 00:34:13.253833
704,2026-02-05,ACCT_FLOW,MarketMaking,GOOGL,-59575218.8,0.0,-59575218.8,2305.86,293,2026-02-05 00:34:13.253833
