recon_id,recon_date,trade_id,symbol,account,break_type,severity,internal_value,broker_value,notional_impact,resolved,resolved_at,notes,created_at
23928,2026-02-05,BRK_ONLY_129,SPY,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4606 @ 670.4800,3088230.88,False,,,2026-02-05 00:34:12.514957
23559,2026-02-05,TRD_0027470,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4194 @ 735.0000,NOT FOUND,3082590.0,False,,,2026-02-05 00:34:12.514957
23959,2026-02-05,BRK_ONLY_160,AMD,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4663 @ 659.8800,3077020.44,False,,,2026-02-05 00:34:12.514957
23384,2026-02-05,TRD_0008539,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3992 @ 766.9300,NOT FOUND,3061584.56,False,,,2026-02-05 00:34:12.514957
23690,2026-02-05,TRD_0040103,MSFT,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4992 @ 610.2900,NOT FOUND,3046567.68,False,,,2026-02-05 00:34:12.514957
23446,2026-02-05,TRD_0014939,AAPL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4782 @ 633.8500,NOT FOUND,3031070.7,False,,,2026-02-05 00:34:12.514957
23546,2026-02-05,TRD_0026180,MSFT,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3885 @ 776.2200,NOT FOUND,3015614.7,False,,,2026-02-05 00:34:12.514957
23784,2026-02-05,TRD_0048936,SPY,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3816 @ 789.4400,NOT FOUND,3012503.04,False,,,2026-02-05 00:34:12.514957
23351,2026-02-05,TRD_0005005,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4778 @ 625.6000,NOT FOUND,2989116.8,False,,,2026-02-05 00:34:12.514957
23556,2026-02-05,TRD_0026863,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4268 @ 700.3000,NOT FOUND,2988880.4,False,,,2026-02-05 00:34:12.514957
23336,2026-02-05,TRD_0003319,NVDA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3685 @ 799.0400,NOT FOUND,2944462.4,False,,,2026-02-05 00:34:12.514957
23927,2026-02-05,BRK_ONLY_128,AMD,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4672 @ 623.7200,2914019.84,False,,,2026-02-05 00:34:12.514957
23344,2026-02-05,TRD_0004554,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4675 @ 617.1100,NOT FOUND,2884989.25,False,,,2026-02-05 00:34:12.514957
23615,2026-02-05,TRD_0032954,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4524 @ 632.8700,NOT FOUND,2863103.88,False,,,2026-02-05 00:34:12.514957
23821,2026-02-05,BRK_ONLY_22,QQQ,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4753 @ 600.0600,2852085.18,False,,,2026-02-05 00:34:12.514957
23725,2026-02-05,TRD_0043260,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4543 @ 622.2400,NOT FOUND,2826836.32,False,,,2026-02-05 00:34:12.514957
23408,2026-02-05,TRD_0010880,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4395 @ 642.2500,NOT FOUND,2822688.75,False,,,2026-02-05 00:34:12.514957
23871,2026-02-05,BRK_ONLY_72,INTC,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3902 @ 718.8200,2804835.64,False,,,2026-02-05 00:34:12.514957
23668,2026-02-05,TRD_0038167,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3538 @ 789.3000,NOT FOUND,2792543.4,False,,,2026-02-05 00:34:12.514957
23767,2026-02-05,TRD_0047131,GOOGL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3698 @ 754.7400,NOT FOUND,2791028.52,False,,,2026-02-05 00:34:12.514957
24028,2026-02-05,BRK_ONLY_229,MSFT,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3630 @ 760.0600,2759017.8,False,,,2026-02-05 00:34:12.514957
23438,2026-02-05,TRD_0014293,NVDA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3827 @ 714.3000,NOT FOUND,2733626.1,False,,,2026-02-05 00:34:12.514957
23812,2026-02-05,BRK_ONLY_13,SPY,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4243 @ 639.8500,2714883.55,False,,,2026-02-05 00:34:12.514957
23442,2026-02-05,TRD_0014664,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4108 @ 657.3500,NOT FOUND,2700393.8,False,,,2026-02-05 00:34:12.514957
23430,2026-02-05,TRD_0013510,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4801 @ 559.2800,NOT FOUND,2685103.28,False,,,2026-02-05 00:34:12.514957
23539,2026-02-05,TRD_0025338,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4073 @ 658.1700,NOT FOUND,2680726.41,False,,,2026-02-05 00:34:12.514957
23786,2026-02-05,TRD_0049095,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3902 @ 676.7900,NOT FOUND,2640834.58,False,,,2026-02-05 00:34:12.514957
23718,2026-02-05,TRD_0042775,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3655 @ 721.1200,NOT FOUND,2635693.6,False,,,2026-02-05 00:34:12.514957
23853,2026-02-05,BRK_ONLY_54,AMD,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4977 @ 529.2300,2633977.71,False,,,2026-02-05 00:34:12.514957
23741,2026-02-05,TRD_0044330,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4761 @ 553.1000,NOT FOUND,2633309.1,False,,,2026-02-05 00:34:12.514957
23626,2026-02-05,TRD_0034346,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4407 @ 593.6300,NOT FOUND,2616127.41,False,,,2026-02-05 00:34:12.514957
24034,2026-02-05,BRK_ONLY_235,INTC,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4377 @ 594.4800,2602038.96,False,,,2026-02-05 00:34:12.514957
23416,2026-02-05,TRD_0012080,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4984 @ 516.5700,NOT FOUND,2574584.88,False,,,2026-02-05 00:34:12.514957
23756,2026-02-05,TRD_0046032,INTC,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4583 @ 561.2000,NOT FOUND,2571979.6,False,,,2026-02-05 00:34:12.514957
23913,2026-02-05,BRK_ONLY_114,SPY,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3586 @ 716.0700,2567827.02,False,,,2026-02-05 00:34:12.514957
23861,2026-02-05,BRK_ONLY_62,SPY,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4952 @ 511.0000,2530472.0,False,,,2026-02-05 00:34:12.514957
23350,2026-02-05,TRD_0004885,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4924 @ 513.0800,NOT FOUND,2526405.92,False,,,2026-02-05 00:34:12.514957
23345,2026-02-05,TRD_0004711,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3985 @ 630.1400,NOT FOUND,2511107.9,False,,,2026-02-05 00:34:12.514957
23590,2026-02-05,TRD_0030208,AAPL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4700 @ 533.9000,NOT FOUND,2509330.0,False,,,2026-02-05 00:34:12.514957
23412,2026-02-05,TRD_0011327,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3393 @ 738.6700,NOT FOUND,2506307.31,False,,,2026-02-05 00:34:12.514957
23916,2026-02-05,BRK_ONLY_117,TSLA,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3693 @ 669.7300,2473312.89,False,,,2026-02-05 00:34:12.514957
23451,2026-02-05,TRD_0015423,AMZN,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4259 @ 575.9200,NOT FOUND,2452843.28,False,,,2026-02-05 00:34:12.514957
23657,2026-02-05,TRD_0036957,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4774 @ 512.1900,NOT FOUND,2445195.06,False,,,2026-02-05 00:34:12.514957
23392,2026-02-05,TRD_0009110,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4123 @ 591.1800,NOT FOUND,2437435.14,False,,,2026-02-05 00:34:12.514957
23645,2026-02-05,TRD_0035902,AMZN,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4996 @ 486.9700,NOT FOUND,2432902.12,False,,,2026-02-05 00:34:12.514957
23584,2026-02-05,TRD_0029725,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4349 @ 556.3000,NOT FOUND,2419348.7,False,,,2026-02-05 00:34:12.514957
23844,2026-02-05,BRK_ONLY_45,AMD,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4417 @ 544.8600,2406646.62,False,,,2026-02-05 00:34:12.514957
23942,2026-02-05,BRK_ONLY_143,TSLA,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3879 @ 618.2000,2397997.8,False,,,2026-02-05 00:34:12.514957
23578,2026-02-05,TRD_0028980,AMZN,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4074 @ 584.9800,NOT FOUND,2383208.52,False,,,2026-02-05 00:34:12.514957
23424,2026-02-05,TRD_0012934,GOOGL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4397 @ 541.1000,NOT FOUND,2379216.7,False,,,2026-02-05 00:34:12.514957
23955,2026-02-05,BRK_ONLY_156,AAPL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4373 @ 541.9700,2370034.81,False,,,2026-02-05 00:34:12.514957
23475,2026-02-05,TRD_0018213,TSLA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3440 @ 686.6300,NOT FOUND,2362007.2,False,,,2026-02-05 00:34:12.514957
23750,2026-02-05,TRD_0045119,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3783 @ 623.8600,NOT FOUND,2360062.38,False,,,2026-02-05 00:34:12.514957
23735,2026-02-05,TRD_0043942,GOOGL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3152 @ 738.1600,NOT FOUND,2326680.32,False,,,2026-02-05 00:34:12.514957
23532,2026-02-05,TRD_0024818,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4871 @ 477.2700,NOT FOUND,2324782.17,False,,,2026-02-05 00:34:12.514957
23603,2026-02-05,TRD_0031857,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3745 @ 619.1900,NOT FOUND,2318866.55,False,,,2026-02-05 00:34:12.514957
23971,2026-02-05,BRK_ONLY_172,QQQ,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3508 @ 660.8400,2318226.72,False,,,2026-02-05 00:34:12.514957
23686,2026-02-05,TRD_0039467,INTC,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3031 @ 759.8200,NOT FOUND,2303014.42,False,,,2026-02-05 00:34:12.514957
23305,2026-02-05,TRD_0000574,MSFT,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3681 @ 620.1100,NOT FOUND,2282624.91,False,,,2026-02-05 00:34:12.514957
23561,2026-02-05,TRD_0027640,AMZN,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4421 @ 515.6800,NOT FOUND,2279821.28,False,,,2026-02-05 00:34:12.514957
23973,2026-02-05,BRK_ONLY_174,AAPL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3880 @ 579.6600,2249080.8,False,,,2026-02-05 00:34:12.514957
23911,2026-02-05,BRK_ONLY_112,SPY,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3827 @ 586.4500,2244344.15,False,,,2026-02-05 00:34:12.514957
23897,2026-02-05,BRK_ONLY_98,TSLA,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3298 @ 676.1300,2229876.74,False,,,2026-02-05 00:34:12.514957
23852,2026-02-05,BRK_ONLY_53,AMD,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4740 @ 469.5000,2225430.0,False,,,2026-02-05 00:34:12.514957
23898,2026-02-05,BRK_ONLY_99,NVDA,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4059 @ 547.5200,2222383.68,False,,,2026-02-05 00:34:12.514957
23670,2026-02-05,TRD_0038238,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3698 @ 599.9200,NOT FOUND,2218504.16,False,,,2026-02-05 00:34:12.514957
23460,2026-02-05,TRD_0016228,TSLA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4961 @ 446.4100,NOT FOUND,2214640.01,False,,,2026-02-05 00:34:12.514957
23441,2026-02-05,TRD_0014531,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2752 @ 798.1500,NOT FOUND,2196508.8,False,,,2026-02-05 00:34:12.514957
23425,2026-02-05,TRD_0012965,AMZN,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3580 @ 610.7000,NOT FOUND,2186306.0,False,,,2026-02-05 00:34:12.514957
23493,2026-02-05,TRD_0020198,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2981 @ 732.1200,NOT FOUND,2182449.72,False,,,2026-02-05 00:34:12.514957
23594,2026-02-05,TRD_0030517,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3258 @ 668.0300,NOT FOUND,2176441.74,False,,,2026-02-05 00:34:12.514957
23365,2026-02-05,TRD_0006275,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3598 @ 601.3400,NOT FOUND,2163621.32,False,,,2026-02-05 00:34:12.514957
23608,2026-02-05,TRD_0032430,SPY,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4454 @ 484.6900,NOT FOUND,2158809.26,False,,,2026-02-05 00:34:12.514957
23436,2026-02-05,TRD_0014023,AMZN,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4265 @ 505.1200,NOT FOUND,2154336.8,False,,,2026-02-05 00:34:12.514957
23977,2026-02-05,BRK_ONLY_178,INTC,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4256 @ 505.8500,2152897.6,False,,,2026-02-05 00:34:12.514957
23386,2026-02-05,TRD_0008551,AAPL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2877 @ 747.0100,NOT FOUND,2149147.77,False,,,2026-02-05 00:34:12.514957
23498,2026-02-05,TRD_0021354,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3051 @ 694.7100,NOT FOUND,2119560.21,False,,,2026-02-05 00:34:12.514957
23687,2026-02-05,TRD_0039624,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3609 @ 585.2800,NOT FOUND,2112275.52,False,,,2026-02-05 00:34:12.514957
23948,2026-02-05,BRK_ONLY_149,SPY,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4113 @ 509.7100,2096437.23,False,,,2026-02-05 00:34:12.514957
23510,2026-02-05,TRD_0022347,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3816 @ 546.9000,NOT FOUND,2086970.4,False,,,2026-02-05 00:34:12.514957
24026,2026-02-05,BRK_ONLY_227,INTC,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3678 @ 565.3300,2079283.74,False,,,2026-02-05 00:34:12.514957
23340,2026-02-05,TRD_0003887,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2703 @ 768.8300,NOT FOUND,2078147.49,False,,,2026-02-05 00:34:12.514957
23993,2026-02-05,BRK_ONLY_194,MSFT,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3026 @ 682.2500,2064488.5,False,,,2026-02-05 00:34:12.514957
23551,2026-02-05,TRD_0026591,GOOGL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4535 @ 453.0000,NOT FOUND,2054355.0,False,,,2026-02-05 00:34:12.514957
23472,2026-02-05,TRD_0017968,AMD,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4939 @ 414.6000,NOT FOUND,2047709.4,False,,,2026-02-05 00:34:12.514957
23469,2026-02-05,TRD_0017415,QQQ,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2902 @ 703.8800,NOT FOUND,2042659.76,False,,,2026-02-05 00:34:12.514957
23323,2026-02-05,TRD_0001979,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4974 @ 407.1800,NOT FOUND,2025313.32,False,,,2026-02-05 00:34:12.514957
23331,2026-02-05,TRD_0002528,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4543 @ 444.1900,NOT FOUND,2017955.17,False,,,2026-02-05 00:34:12.514957
24038,2026-02-05,BRK_ONLY_239,NVDA,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2579 @ 780.4700,2012832.13,False,,,2026-02-05 00:34:12.514957
23679,2026-02-05,TRD_0039059,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3879 @ 518.6200,NOT FOUND,2011726.98,False,,,2026-02-05 00:34:12.514957
23488,2026-02-05,TRD_0019999,SPY,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3788 @ 530.3300,NOT FOUND,2008890.04,False,,,2026-02-05 00:34:12.514957
23890,2026-02-05,BRK_ONLY_91,AMD,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3683 @ 544.4200,2005098.86,False,,,2026-02-05 00:34:12.514957
24027,2026-02-05,BRK_ONLY_228,GOOGL,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 2754 @ 727.1200,2002488.48,False,,,2026-02-05 00:34:12.514957
23671,2026-02-05,TRD_0038242,AAPL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3727 @ 537.1300,NOT FOUND,2001883.51,False,,,2026-02-05 00:34:12.514957
23400,2026-02-05,TRD_0010302,QQQ,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2904 @ 688.6000,NOT FOUND,1999694.4,False,,,2026-02-05 00:34:12.514957
23834,2026-02-05,BRK_ONLY_35,GOOGL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4172 @ 478.0200,1994299.44,False,,,2026-02-05 00:34:12.514957
23757,2026-02-05,TRD_0046134,NVDA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3343 @ 595.7900,NOT FOUND,1991725.97,False,,,2026-02-05 00:34:12.514957
23321,2026-02-05,TRD_0001867,AAPL,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4746 @ 419.2900,NOT FOUND,1989950.34,False,,,2026-02-05 00:34:12.514957
23782,2026-02-05,TRD_0048744,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 2595 @ 764.8900,NOT FOUND,1984889.55,False,,,2026-02-05 00:34:12.514957
24014,2026-02-05,BRK_ONLY_215,INTC,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3022 @ 651.9500,1970192.9,False,,,2026-02-05 00:34:12.514957
23840,2026-02-05,BRK_ONLY_41,QQQ,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4443 @ 440.0500,1955142.15,False,,,2026-02-05 00:34:12.514957
23529,2026-02-05,TRD_0024649,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4853 @ 401.6100,NOT FOUND,1949013.33,False,,,2026-02-05 00:34:12.514957
23324,2026-02-05,TRD_0002001,MSFT,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2576 @ 756.3400,NOT FOUND,1948331.84,False,,,2026-02-05 00:34:12.514957
23419,2026-02-05,TRD_0012200,NVDA,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 2760 @ 704.2500,NOT FOUND,1943730.0,False,,,2026-02-05 00:34:12.514957
