pnl_id,pnl_date,account,strategy,symbol,realized_pnl,unrealized_pnl,total_pnl,fees_total,trade_count,created_at
483,2026-02-03,ACCT_ARB,DeltaNeutral,AMZN,-9573740.1,0.0,-9573740.1,2496.13,327,2026-02-05 00:30:14.685191
604,2026-02-03,ACCT_MAIN,DeltaNeutral,GOOGL,-9629524.07,0.0,-9629524.07,2454.12,326,2026-02-05 00:30:14.685191
611,2026-02-03,ACCT_MAIN,LiquidityProv,AAPL,-10800288.13,0.0,-10800288.13,2339.66,315,2026-02-05 00:30:14.685191
640,2026-02-03,ACCT_MAIN,StatisticalArb,TSLA,-11838797.27,0.0,-11838797.27,2493.55,324,2026-02-05 00:30:14.685191
551,2026-02-03,ACCT_FLOW,StatisticalArb,AAPL,-11886435.86,0.0,-11886435.86,2444.56,320,2026-02-05 00:30:14.685191
624,2026-02-03,ACCT_MAIN,MarketMaking,GOOGL,-11994759.27,0.0,-11994759.27,2574.25,346,2026-02-05 00:30:14.685191
486,2026-02-03,ACCT_ARB,DeltaNeutral,MSFT,-12418441.93,0.0,-12418441.93,2318.15,286,2026-02-05 00:30:14.685191
567,2026-02-03,ACCT_HEDGE,DeltaNeutral,NVDA,-12573132.09,0.0,-12573132.09,2705.11,332,2026-02-05 00:30:14.685191
524,2026-02-03,ACCT_FLOW,DeltaNeutral,GOOGL,-12667270.58,0.0,-12667270.58,2484.82,325,2026-02-05 00:30:14.685191
638,2026-02-03,ACCT_MAIN,StatisticalArb,QQQ,-12765131.91,0.0,-12765131.91,2120.87,274,2026-02-05 00:30:14.685191
550,2026-02-03,ACCT_FLOW,MarketMaking,TSLA,-13613890.03,0.0,-13613890.03,2266.73,297,2026-02-05 00:30:14.685191
634,2026-02-03,ACCT_MAIN,StatisticalArb,GOOGL,-13767346.45,0.0,-13767346.45,2662.67,338,2026-02-05 00:30:14.685191
528,2026-02-03,ACCT_FLOW,DeltaNeutral,QQQ,-13913985.05,0.0,-13913985.05,2418.74,322,2026-02-05 00:30:14.685191
610,2026-02-03,ACCT_MAIN,DeltaNeutral,TSLA,-14324505.8,0.0,-14324505.8,2462.59,301,2026-02-05 00:30:14.685191
493,2026-02-03,ACCT_ARB,LiquidityProv,AMZN,-15845820.39,0.0,-15845820.39,2600.85,355,2026-02-05 00:30:14.685191
570,2026-02-03,ACCT_HEDGE,DeltaNeutral,TSLA,-16511025.22,0.0,-16511025.22,2614.98,334,2026-02-05 00:30:14.685191
576,2026-02-03,ACCT_HEDGE,LiquidityProv,MSFT,-17565152.5,0.0,-17565152.5,2475.21,313,2026-02-05 00:30:14.685191
535,2026-02-03,ACCT_FLOW,LiquidityProv,INTC,-17793907.38,0.0,-17793907.38,2441.32,308,2026-02-05 00:30:14.685191
595,2026-02-03,ACCT_HEDGE,StatisticalArb,INTC,-17876316.47,0.0,-17876316.47,2332.55,308,2026-02-05 00:30:14.685191
526,2026-02-03,ACCT_FLOW,DeltaNeutral,MSFT,-18329118.31,0.0,-18329118.31,2749.55,339,2026-02-05 00:30:14.685191
531,2026-02-03,ACCT_FLOW,LiquidityProv,AAPL,-19079834.47,0.0,-19079834.47,2205.0,296,2026-02-05 00:30:14.685191
581,2026-02-03,ACCT_HEDGE,MarketMaking,AAPL,-19444982.21,0.0,-19444982.21,2669.57,327,2026-02-05 00:30:14.685191
495,2026-02-03,ACCT_ARB,LiquidityProv,INTC,-19653533.45,0.0,-19653533.45,2487.35,320,2026-02-05 00:30:14.685191
554,2026-02-03,ACCT_FLOW,StatisticalArb,GOOGL,-19765427.86,0.0,-19765427.86,2462.0,325,2026-02-05 00:30:14.685191
538,2026-02-03,ACCT_FLOW,LiquidityProv,QQQ,-21484133.66,0.0,-21484133.66,2659.05,354,2026-02-05 00:30:14.685191
545,2026-02-03,ACCT_FLOW,MarketMaking,INTC,-21667734.5,0.0,-21667734.5,2424.77,326,2026-02-05 00:30:14.685191
549,2026-02-03,ACCT_FLOW,MarketMaking,SPY,-22478830.15,0.0,-22478830.15,2465.04,320,2026-02-05 00:30:14.685191
547,2026-02-03,ACCT_FLOW,MarketMaking,NVDA,-24189903.27,0.0,-24189903.27,2403.52,304,2026-02-05 00:30:14.685191
607,2026-02-03,ACCT_MAIN,DeltaNeutral,NVDA,-25158313.52,0.0,-25158313.52,2379.52,322,2026-02-05 00:30:14.685191
561,2026-02-03,ACCT_HEDGE,DeltaNeutral,AAPL,-26237184.89,0.0,-26237184.89,2477.58,304,2026-02-05 00:30:14.685191
632,2026-02-03,ACCT_MAIN,StatisticalArb,AMD,-26368305.3,0.0,-26368305.3,2200.91,292,2026-02-05 00:30:14.685191
621,2026-02-03,ACCT_MAIN,MarketMaking,AAPL,-26402847.19,0.0,-26402847.19,2496.33,313,2026-02-05 00:30:14.685191
508,2026-02-03,ACCT_ARB,MarketMaking,QQQ,-26427603.97,0.0,-26427603.97,2405.74,299,2026-02-05 00:30:14.685191
489,2026-02-03,ACCT_ARB,DeltaNeutral,SPY,-26819639.91,0.0,-26819639.91,2622.02,323,2026-02-05 00:30:14.685191
583,2026-02-03,ACCT_HEDGE,MarketMaking,AMZN,-26885847.64,0.0,-26885847.64,2462.93,323,2026-02-05 00:30:14.685191
564,2026-02-03,ACCT_HEDGE,DeltaNeutral,GOOGL,-27123278.22,0.0,-27123278.22,2116.77,277,2026-02-05 00:30:14.685191
516,2026-02-03,ACCT_ARB,StatisticalArb,MSFT,-27786088.1,0.0,-27786088.1,2345.92,294,2026-02-05 00:30:14.685191
560,2026-02-03,ACCT_FLOW,StatisticalArb,TSLA,-28625384.74,0.0,-28625384.74,2701.31,347,2026-02-05 00:30:14.685191
606,2026-02-03,ACCT_MAIN,DeltaNeutral,MSFT,-28850543.58,0.0,-28850543.58,2187.63,283,2026-02-05 00:30:14.685191
517,2026-02-03,ACCT_ARB,StatisticalArb,NVDA,-30057108.12,0.0,-30057108.12,2311.47,316,2026-02-05 00:30:14.685191
636,2026-02-03,ACCT_MAIN,StatisticalArb,MSFT,-30402489.12,0.0,-30402489.12,2002.18,273,2026-02-05 00:30:14.685191
521,2026-02-03,ACCT_FLOW,DeltaNeutral,AAPL,-31655417.06,0.0,-31655417.06,2326.59,305,2026-02-05 00:30:14.685191
602,2026-02-03,ACCT_MAIN,DeltaNeutral,AMD,-31848576.23,0.0,-31848576.23,2152.15,283,2026-02-05 00:30:14.685191
597,2026-02-03,ACCT_HEDGE,StatisticalArb,NVDA,-33362874.79,0.0,-33362874.79,2538.96,325,2026-02-05 00:30:14.685191
502,2026-02-03,ACCT_ARB,MarketMaking,AMD,-37680140.37,0.0,-37680140.37,2272.82,307,2026-02-05 00:30:14.685191
630,2026-02-03,ACCT_MAIN,MarketMaking,TSLA,-38998625.4,0.0,-38998625.4,2334.73,307,2026-02-05 00:30:14.685191
589,2026-02-03,ACCT_HEDGE,MarketMaking,SPY,-41148233.18,0.0,-41148233.18,2626.72,336,2026-02-05 00:30:14.685191
600,2026-02-03,ACCT_HEDGE,StatisticalArb,TSLA,-42232193.08,0.0,-42232193.08,2339.82,301,2026-02-05 00:30:14.685191
490,2026-02-03,ACCT_ARB,DeltaNeutral,TSLA,-46020694.78,0.0,-46020694.78,2439.1,318,2026-02-05 00:30:14.685191
617,2026-02-03,ACCT_MAIN,LiquidityProv,NVDA,-47148175.47,0.0,-47148175.47,2709.14,333,2026-02-05 00:30:14.685191
548,2026-02-03,ACCT_FLOW,MarketMaking,QQQ,-47988015.96,0.0,-47988015.96,2481.74,329,2026-02-05 00:30:14.685191
582,2026-02-03,ACCT_HEDGE,MarketMaking,AMD,-49431430.36,0.0,-49431430.36,2403.06,316,2026-02-05 00:30:14.685191
533,2026-02-03,ACCT_FLOW,LiquidityProv,AMZN,-50238178.65,0.0,-50238178.65,2590.68,328,2026-02-05 00:30:14.685191
593,2026-02-03,ACCT_HEDGE,StatisticalArb,AMZN,-68680006.31,0.0,-68680006.31,2241.25,285,2026-02-05 00:30:14.685191
587,2026-02-03,ACCT_HEDGE,MarketMaking,NVDA,-76970407.59,0.0,-76970407.59,2443.69,301,2026-02-05 00:30:14.685191
